split,WELL_GROUP_NAME,LIQ_PROD_DAILY,OIL_PROD_DAILY,WATER_CUT,WH_TEMP,MAX_TUBING_PRES
train,G056,0.1184573002754821,0.1184573002754821,0.1184573002754821,0.1184573002754821,0.0
train,G057,0.0,0.0,0.0,0.0,0.0
train,G058,0.03856749311294766,0.03856749311294766,0.03856749311294766,0.03856749311294766,0.0
train,G059,0.09917355371900827,0.09917355371900827,0.09917355371900827,0.09917355371900827,0.0027548209366391185
train,G060,0.07988980716253444,0.07988980716253444,0.07988980716253444,0.07988980716253444,0.005509641873278237
train,G061,0.5757575757575758,0.5757575757575758,0.5757575757575758,0.5757575757575758,0.008264462809917356
train,G062,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.0
train,G063,0.12947658402203857,0.12947658402203857,0.12947658402203857,0.12947658402203857,0.0
train,G064,0.18732782369146006,0.18732782369146006,0.18732782369146006,0.18732782369146006,0.0
train,G065,0.19559228650137742,0.19559228650137742,0.19559228650137742,0.19559228650137742,0.0027548209366391185
train,G066,0.0,0.0,0.0,0.0,0.0
train,G067,0.024793388429752067,0.024793388429752067,0.024793388429752067,0.024793388429752067,0.0
train,G068,0.03305785123966942,0.03305785123966942,0.03305785123966942,0.03305785123966942,0.0
train,G069,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.0
train,G070,0.09641873278236915,0.09641873278236915,0.09641873278236915,0.09641873278236915,0.0
train,G071,0.08264462809917356,0.08264462809917356,0.08264462809917356,0.08264462809917356,0.0
train,G072,0.11570247933884298,0.11570247933884298,0.11570247933884298,0.11570247933884298,0.0
train,G073,0.008264462809917356,0.008264462809917356,0.008264462809917356,0.008264462809917356,0.0027548209366391185
train,G074,0.14325068870523416,0.14325068870523416,0.14325068870523416,0.14325068870523416,0.011019283746556474
train,G075,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.0
train,G076,0.0881542699724518,0.0881542699724518,0.0881542699724518,0.0881542699724518,0.0
train,G077,0.14600550964187328,0.14600550964187328,0.14600550964187328,0.14600550964187328,0.0
train,G078,0.08539944903581267,0.08539944903581267,0.08539944903581267,0.08539944903581267,0.0
train,G079,0.013774104683195593,0.013774104683195593,0.013774104683195593,0.013774104683195593,0.0
train,G080,0.0027548209366391185,0.0027548209366391185,0.0027548209366391185,0.0027548209366391185,0.0
train,G081,0.04132231404958678,0.04132231404958678,0.04132231404958678,0.04132231404958678,0.0
train,G082,0.0027548209366391185,0.0027548209366391185,0.0027548209366391185,0.0027548209366391185,0.0
train,G083,0.01652892561983471,0.01652892561983471,0.01652892561983471,0.01652892561983471,0.0
train,G084,0.09366391184573003,0.09366391184573003,0.09366391184573003,0.09366391184573003,0.0
train,G085,0.0027548209366391185,0.0027548209366391185,0.0027548209366391185,0.0027548209366391185,0.0
train,G086,0.0440771349862259,0.0440771349862259,0.0440771349862259,0.0440771349862259,0.005509641873278237
train,G087,0.0,0.0,0.0,0.0,0.0
train,G088,0.005509641873278237,0.005509641873278237,0.005509641873278237,0.005509641873278237,0.0
train,G089,0.005509641873278237,0.005509641873278237,0.005509641873278237,0.005509641873278237,0.0
train,G090,0.01928374655647383,0.01928374655647383,0.01928374655647383,0.01928374655647383,0.005509641873278237
train,G091,0.0881542699724518,0.0881542699724518,0.0881542699724518,0.0881542699724518,0.0
train,G092,0.005509641873278237,0.005509641873278237,0.005509641873278237,0.005509641873278237,0.0
train,G093,0.005509641873278237,0.005509641873278237,0.005509641873278237,0.005509641873278237,0.0
train,G094,0.17079889807162535,0.17079889807162535,0.17079889807162535,0.17079889807162535,0.005509641873278237
train,G095,0.19008264462809918,0.19008264462809918,0.19008264462809918,0.19008264462809918,0.0
train,G096,0.09366391184573003,0.09366391184573003,0.09366391184573003,0.09366391184573003,0.0
train,G097,0.09366391184573003,0.09366391184573003,0.09366391184573003,0.09366391184573003,0.0
train,G098,0.06336088154269973,0.06336088154269973,0.06336088154269973,0.06336088154269973,0.06336088154269973
train,G099,0.05234159779614325,0.05234159779614325,0.05234159779614325,0.05234159779614325,0.05234159779614325
train,G100,0.10192837465564739,0.10192837465564739,0.10192837465564739,0.10192837465564739,0.10192837465564739
train,G101,0.06887052341597796,0.06887052341597796,0.06887052341597796,0.06887052341597796,0.0
