INJ_INDICATOR,PROD_INDICATOR,样本数,short比例,平均lag,中位lag,lag众数,lag标准差
INJ_VOL_DAILY,LIQ_PROD_DAILY,7525,0.49023255813953487,14.986179401993356,6.0,0,16.04778617368337
INJ_VOL_DAILY,MAX_TUBING_PRES,7525,0.5166777408637874,13.916544850498338,3.0,0,15.78362292210917
INJ_VOL_DAILY,OIL_PROD_DAILY,7525,0.4485049833887043,16.379933554817274,12.0,0,15.957907359016222
INJ_VOL_DAILY,WATER_CUT,7525,0.43601328903654485,16.052890365448505,10.0,0,15.849466931881127
INJ_VOL_DAILY,WH_TEMP,7525,0.4766777408637874,15.48518272425249,6.0,0,16.614262101977776
