split,WELL_GROUP_NAME,WELL_NAME,首日,末日,跨度天数,有记录天数,LIQ_PROD_DAILY_有效天数,LIQ_PROD_DAILY_跨度覆盖率,OIL_PROD_DAILY_有效天数,OIL_PROD_DAILY_跨度覆盖率,WATER_CUT_有效天数,WATER_CUT_跨度覆盖率,WH_TEMP_有效天数,WH_TEMP_跨度覆盖率,MAX_TUBING_PRES_有效天数,MAX_TUBING_PRES_跨度覆盖率
train,G014,W129,2025-03-01,2025-09-24,208,208,208,1.0,208,1.0,208,1.0,208,1.0,208,1.0
train,G014,W130,2025-03-01,2025-09-24,208,208,9,0.04326923076923077,9,0.04326923076923077,9,0.04326923076923077,9,0.04326923076923077,208,1.0
train,G014,W254,2025-03-01,2026-02-28,365,363,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055
train,G015,W024,2025-03-01,2025-09-24,208,208,196,0.9423076923076923,196,0.9423076923076923,196,0.9423076923076923,196,0.9423076923076923,208,1.0
train,G015,W052,2025-03-01,2025-09-24,208,208,107,0.5144230769230769,107,0.5144230769230769,107,0.5144230769230769,107,0.5144230769230769,207,0.9951923076923077
train,G015,W138,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G015,W255,2025-03-01,2026-02-28,365,363,0,0.0,0,0.0,0,0.0,0,0.0,363,0.9945205479452055
train,G016,W079,2025-03-01,2025-09-24,208,208,135,0.6490384615384616,135,0.6490384615384616,135,0.6490384615384616,135,0.6490384615384616,207,0.9951923076923077
train,G016,W080,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G016,W121,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G016,W122,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G016,W123,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G016,W256,2025-03-01,2026-02-28,365,363,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055
train,G017,W046,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G017,W047,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G017,W048,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G017,W131,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G017,W132,2025-03-01,2025-09-24,208,208,27,0.12980769230769232,27,0.12980769230769232,27,0.12980769230769232,27,0.12980769230769232,208,1.0
train,G017,W133,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G017,W257,2025-03-01,2026-02-28,365,363,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055
train,G018,W053,2025-03-01,2025-09-24,208,208,208,1.0,208,1.0,208,1.0,208,1.0,208,1.0
train,G018,W054,2025-03-01,2025-09-24,208,208,73,0.35096153846153844,73,0.35096153846153844,73,0.35096153846153844,73,0.35096153846153844,207,0.9951923076923077
train,G018,W055,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G018,W139,2025-03-01,2025-09-24,208,208,204,0.9807692307692307,204,0.9807692307692307,204,0.9807692307692307,204,0.9807692307692307,208,1.0
train,G018,W140,2025-03-01,2025-09-24,208,208,54,0.25961538461538464,54,0.25961538461538464,54,0.25961538461538464,54,0.25961538461538464,208,1.0
train,G018,W141,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G018,W258,2025-03-01,2026-02-28,365,363,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055
train,G019,W077,2025-03-01,2025-09-24,208,208,140,0.6730769230769231,140,0.6730769230769231,140,0.6730769230769231,140,0.6730769230769231,207,0.9951923076923077
train,G019,W078,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G019,W124,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G019,W125,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G019,W126,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G019,W175,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G019,W259,2025-03-01,2026-02-28,365,363,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055
train,G020,W049,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G020,W050,2025-03-01,2025-09-24,208,208,184,0.8846153846153846,183,0.8798076923076923,183,0.8798076923076923,184,0.8846153846153846,205,0.9855769230769231
train,G020,W051,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,207,0.9951923076923077
train,G020,W134,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G020,W135,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G020,W136,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G020,W260,2025-03-01,2026-02-28,365,363,353,0.9671232876712329,353,0.9671232876712329,353,0.9671232876712329,353,0.9671232876712329,363,0.9945205479452055
train,G021,W056,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G021,W057,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G021,W142,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G021,W143,2025-03-01,2025-09-24,208,208,197,0.9471153846153846,197,0.9471153846153846,197,0.9471153846153846,197,0.9471153846153846,208,1.0
train,G021,W144,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,207,0.9951923076923077
train,G021,W261,2025-03-01,2026-02-28,365,363,358,0.9808219178082191,358,0.9808219178082191,358,0.9808219178082191,358,0.9808219178082191,361,0.989041095890411
train,G022,W058,2025-03-01,2025-09-24,208,208,189,0.9086538461538461,189,0.9086538461538461,189,0.9086538461538461,189,0.9086538461538461,207,0.9951923076923077
train,G022,W059,2025-03-01,2025-09-24,208,208,205,0.9855769230769231,205,0.9855769230769231,205,0.9855769230769231,205,0.9855769230769231,207,0.9951923076923077
train,G022,W060,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,207,0.9951923076923077
train,G022,W145,2025-03-01,2025-09-24,208,208,205,0.9855769230769231,205,0.9855769230769231,205,0.9855769230769231,205,0.9855769230769231,207,0.9951923076923077
train,G022,W146,2025-03-01,2025-09-24,208,208,0,0.0,0,0.0,0,0.0,0,0.0,208,1.0
train,G022,W262,2025-03-01,2026-02-28,365,363,359,0.9835616438356164,359,0.9835616438356164,359,0.9835616438356164,359,0.9835616438356164,363,0.9945205479452055
train,G023,W263,2025-03-01,2026-02-28,365,363,321,0.8794520547945206,321,0.8794520547945206,321,0.8794520547945206,321,0.8794520547945206,363,0.9945205479452055
train,G023,W293,2025-03-01,2026-02-28,365,363,0,0.0,0,0.0,0,0.0,0,0.0,363,0.9945205479452055
train,G024,W264,2025-03-01,2026-02-28,365,363,303,0.8301369863013699,303,0.8301369863013699,303,0.8301369863013699,303,0.8301369863013699,363,0.9945205479452055
train,G024,W293,2025-03-01,2026-02-28,365,363,0,0.0,0,0.0,0,0.0,0,0.0,363,0.9945205479452055
train,G025,W265,2025-03-01,2026-02-28,365,363,304,0.8328767123287671,304,0.8328767123287671,304,0.8328767123287671,304,0.8328767123287671,362,0.9917808219178083
train,G025,W294,2025-03-01,2026-02-28,365,363,0,0.0,0,0.0,0,0.0,0,0.0,361,0.989041095890411
train,G026,W266,2025-03-01,2026-02-28,365,363,270,0.7397260273972602,270,0.7397260273972602,270,0.7397260273972602,270,0.7397260273972602,363,0.9945205479452055
train,G026,W294,2025-03-01,2026-02-28,365,363,0,0.0,0,0.0,0,0.0,0,0.0,361,0.989041095890411
train,G027,W268,2025-03-01,2026-02-28,365,363,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055
train,G028,W269,2025-03-01,2026-02-28,365,363,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055
train,G029,W270,2025-03-01,2026-02-28,365,363,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055
train,G030,W271,2025-03-01,2026-02-28,365,363,248,0.6794520547945205,248,0.6794520547945205,248,0.6794520547945205,248,0.6794520547945205,363,0.9945205479452055
train,G030,W295,2025-03-01,2026-02-28,365,363,0,0.0,0,0.0,0,0.0,0,0.0,363,0.9945205479452055
train,G031,W272,2025-03-01,2026-02-28,365,363,334,0.915068493150685,334,0.915068493150685,334,0.915068493150685,334,0.915068493150685,363,0.9945205479452055
train,G031,W295,2025-03-01,2026-02-28,365,363,0,0.0,0,0.0,0,0.0,0,0.0,363,0.9945205479452055
train,G032,W273,2025-03-01,2026-02-28,365,363,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055
train,G032,W296,2025-03-01,2026-02-28,365,363,0,0.0,0,0.0,0,0.0,0,0.0,363,0.9945205479452055
train,G033,W274,2025-03-01,2026-02-28,365,363,354,0.9698630136986301,354,0.9698630136986301,354,0.9698630136986301,354,0.9698630136986301,363,0.9945205479452055
train,G033,W296,2025-03-01,2026-02-28,365,363,0,0.0,0,0.0,0,0.0,0,0.0,363,0.9945205479452055
train,G034,W105,2025-03-01,2025-09-24,208,208,208,1.0,208,1.0,208,1.0,208,1.0,208,1.0
train,G034,W275,2025-03-01,2026-02-28,365,363,333,0.9123287671232877,333,0.9123287671232877,333,0.9123287671232877,333,0.9123287671232877,362,0.9917808219178083
train,G035,W276,2025-03-01,2026-02-28,365,363,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055,363,0.9945205479452055
train,G036,W277,2025-03-01,2026-02-28,365,363,362,0.9917808219178083,362,0.9917808219178083,362,0.9917808219178083,362,0.9917808219178083,362,0.9917808219178083
